@RELATION BearingFaultTrainingDataset

@ATTRIBUTE Motor_Load_(HP) REAL
@ATTRIBUTE Time REAL
@ATTRIBUTE Amplitude REAL
@ATTRIBUTE Raw/Envelope_Spectrum REAL
@ATTRIBUTE Frequency REAL
@ATTRIBUTE pk_pk1 REAL
@ATTRIBUTE pk_pk2 REAL
@ATTRIBUTE pk_pk3 REAL
@ATTRIBUTE pk_pk4 REAL
@ATTRIBUTE pk_pk5 REAL
@ATTRIBUTE pk_pk6 REAL
@ATTRIBUTE pk_pk7 REAL
@ATTRIBUTE pk_pk8 REAL
@ATTRIBUTE pk_pk9 REAL
@ATTRIBUTE pk_pk10 REAL
@ATTRIBUTE Kur REAL
@ATTRIBUTE SF REAL
@ATTRIBUTE E REAL
@ATTRIBUTE MF REAL
@ATTRIBUTE S REAL
@ATTRIBUTE CF REAL
@ATTRIBUTE rdate REAL
@ATTRIBUTE hourlocal REAL
@ATTRIBUTE minlocal REAL
@ATTRIBUTE daylocal REAL
@ATTRIBUTE rxasp REAL
@ATTRIBUTE rxhep REAL
@ATTRIBUTE dasp14 REAL
@ATTRIBUTE dasplt REAL
@ATTRIBUTE dlh14 REAL
@ATTRIBUTE dmh14 REAL
@ATTRIBUTE dhh14 REAL
@ATTRIBUTE ondrug REAL
@ATTRIBUTE dsch REAL
@ATTRIBUTE divh REAL
@ATTRIBUTE dap REAL
@ATTRIBUTE doac REAL
@ATTRIBUTE dgorm REAL
@ATTRIBUTE dster REAL
@ATTRIBUTE dcaa REAL
@ATTRIBUTE dhaemd REAL
@ATTRIBUTE dcarend REAL
@ATTRIBUTE dthromb REAL
@ATTRIBUTE dmajnch REAL
@ATTRIBUTE dmajnchd REAL
@ATTRIBUTE dmajnchx REAL
@ATTRIBUTE dside REAL
@ATTRIBUTE dsided REAL
@ATTRIBUTE dsidex REAL
@ATTRIBUTE ddiagisc REAL
@ATTRIBUTE ddiagha REAL
@ATTRIBUTE ddiagun REAL
@ATTRIBUTE dnostrk REAL
@ATTRIBUTE dnostrkx REAL
@ATTRIBUTE drsisc REAL
@ATTRIBUTE drsiscd REAL
@ATTRIBUTE drsh REAL
@ATTRIBUTE drshd REAL
@ATTRIBUTE drsunk REAL
@ATTRIBUTE drsunkd REAL
@ATTRIBUTE dpe REAL
@ATTRIBUTE dped REAL
@ATTRIBUTE dalive REAL
@ATTRIBUTE dalived REAL
@ATTRIBUTE dplace REAL
@ATTRIBUTE ddead REAL
@ATTRIBUTE ddeadd REAL
@ATTRIBUTE ddeadc REAL
@ATTRIBUTE ddeadx REAL
@ATTRIBUTE fdead REAL
@ATTRIBUTE flastd REAL
@ATTRIBUTE fdeadd REAL
@ATTRIBUTE fdeadc REAL
@ATTRIBUTE fdeadx REAL
@ATTRIBUTE frecover REAL
@ATTRIBUTE fdennis REAL
@ATTRIBUTE fplace REAL
@ATTRIBUTE fap REAL
@ATTRIBUTE foac REAL
@ATTRIBUTE IF1 REAL
@ATTRIBUTE IF2 REAL
@ATTRIBUTE IF3 REAL
@ATTRIBUTE IF4 REAL
@ATTRIBUTE IF5 REAL
@ATTRIBUTE IF6 REAL
@ATTRIBUTE IF7 REAL
@ATTRIBUTE IF8 REAL
@ATTRIBUTE IF9 REAL
@ATTRIBUTE IF10 REAL
@ATTRIBUTE Skew1 REAL
@ATTRIBUTE Skew2 REAL
@ATTRIBUTE Skew3 REAL
@ATTRIBUTE Skew4 REAL
@ATTRIBUTE Skew5 REAL
@ATTRIBUTE Skew6 REAL
@ATTRIBUTE Skew7 REAL
@ATTRIBUTE Skew8 REAL
@ATTRIBUTE Skew9 REAL
@ATTRIBUTE Skew10 REAL
@ATTRIBUTE Approx_Motor_Speed_(rpm) REAL
@ATTRIBUTE Fault_Diameter REAL
@ATTRIBUTE Inner_Race REAL
@ATTRIBUTE Ball REAL
@ATTRIBUTE Angle_of_contact_(α) REAL
@ATTRIBUTE Pitch_diameter_(Pd) REAL
@ATTRIBUTE Number_of_balls REAL
@ATTRIBUTE Number_of_rows REAL
@ATTRIBUTE Ball_diameter REAL
@ATTRIBUTE Outer_Race_Centered REAL
@ATTRIBUTE Outer_Race_Orthogonal REAL
@ATTRIBUTE Outer_Race_Opposite REAL
@ATTRIBUTE BearingConditions {Healthy,Inner_race_defect,Outer_race_defect,Ball_defect}

@DATA
1,14,1,1,48,2,1,2,1,1,1,174,2,2,2,1,1,1,2,1,0,16,99,99,7,2,3,2,2,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,11,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,24,194,7,27,1,1,2,2,0,194,0.612,0.1091,0.0889,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer_race_defect
1,16,2,2,45,1,1,2,2,1,1,170,2,2,2,2,1,1,1,1,0,16,99,99,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,13,221,7,27,1,1,2,2,0,221,0.4118,0.0322,0.0237,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,5,1,2,83,1,1,1,1,1,1,130,2,2,2,2,2,1,1,1,0,16,99,99,6,1,2,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,24,242,7,27,1,4,2,1,0,242,0.9489,0.5412,0.2304,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
1,12,2,2,86,2,1,2,1,1,1,190,1,1,1,1,1,1,1,2,0,16,99,99,7,2,1,2,2,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,184,1,1,1,3,3,3,3,3,38,614,7,27,1,1,2,2,0,614,0.5701,0.1284,0.0243,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
6,10,2,1,50,1,1,1,1,1,1,130,1,1,1,1,1,1,1,2,0,16,99,99,6,2,3,2,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,0,1,3,11,1,1,1,3,3,3,3,3,17,608,7,27,1,1,2,2,0,608,0.1528,0.0199,0.0111,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
6,10,2,2,68,1,1,1,1,1,1,150,2,2,2,2,2,3,1,1,0,16,99,99,6,1,1,1,2,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,2,11,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,17,206,7,27,1,1,2,2,0,206,0.7838,0.2047,0.0816,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
1,8,1,2,64,2,1,2,2,1,1,180,2,2,2,1,2,2,1,1,0,16,99,99,2,2,2,2,2,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,21,198,7,27,1,1,2,2,0,198,0.848,0.278,0.1559,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
1,29,2,1,63,1,1,2,2,1,1,150,2,2,2,1,1,1,2,1,0,16,99,99,1,1,2,1,2,1,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,9,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,15,198,7,27,1,1,2,2,0,198,0.4741,0.1041,0.0425,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer_race_defect
1,21,1,1,66,1,1,2,2,1,1,140,2,2,2,1,2,2,1,2,0,4,99,99,3,2,1,2,2,1,1,1,14,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16,4,1,2,1,16,4,1,1,1,1,1,1,21,21,7,27,1,1,2,2,1,16,0.8807,0.4158,0.2394,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
6,4,2,1,74,1,1,1,1,1,1,150,2,2,2,1,1,2,1,1,0,4,99,99,3,2,1,2,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,7,23,2,1,10,7,23,1,1,1,1,1,36,687,7,27,1,1,2,2,1,10,0.6041,0.1789,0.055,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,14,2,2,56,1,1,2,2,1,1,160,2,2,2,1,2,2,1,1,0,4,99,99,4,2,3,2,2,2,1,1,7,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,20,193,7,27,1,1,2,2,0,193,0.5881,0.0842,0.0443,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
1,13,2,1,87,2,1,1,1,1,1,110,2,2,2,1,2,2,1,1,0,4,99,99,1,1,3,1,1,1,1,1,14,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,24,189,7,27,1,11,2,1,0,189,0.8774,0.4015,0.104,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ball_defect
6,22,1,1,84,1,1,1,1,1,1,180,2,2,2,1,2,2,1,1,0,4,99,99,6,1,3,1,2,2,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,5,1,1,26,215,7,27,1,1,2,2,0,215,0.9295,0.5974,0.2601,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
6,2,2,1,43,2,1,2,1,1,1,140,1,1,1,1,1,1,1,2,0,4,99,99,7,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,25,210,7,27,1,1,2,2,0,210,0.1306,0.0129,0.0092,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
1,17,2,1,57,1,1,1,1,1,1,190,2,2,2,1,1,1,1,1,0,4,99,99,2,2,1,2,2,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,4,197,7,27,1,1,2,2,0,197,0.3167,0.0556,0.0262,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
4,35,2,1,47,2,1,1,1,1,1,118,2,2,2,1,1,1,1,1,0,4,99,99,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,14,218,7,27,1,1,2,2,0,218,0.2957,0.0301,0.02,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
1,45,2,1,71,1,1,1,1,1,1,120,1,1,1,2,2,3,1,1,0,4,99,99,2,2,3,2,2,2,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,16,197,7,27,1,1,2,2,0,197,0.4964,0.117,0.0368,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
4,18,2,1,70,1,1,1,1,1,1,160,1,1,1,2,1,2,1,1,0,4,99,99,6,1,1,1,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,56,214,7,27,1,1,2,2,0,214,0.3471,0.0852,0.026,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
8,19,2,1,64,1,1,2,2,1,1,170,1,1,1,2,1,1,1,2,0,4,99,99,7,2,2,2,2,1,1,2,14,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,20,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,32,209,7,27,1,1,2,2,0,209,0.2832,0.0614,0.0224,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,3,2,1,79,1,1,2,1,1,1,180,1,1,1,1,1,1,1,2,0,4,99,99,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,0,1,1,1,1,1,1,2,2,2,1,1,8,202,7,27,1,1,2,2,0,202,0.3613,0.0998,0.0228,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
6,4,1,2,83,1,1,1,1,1,1,120,2,2,2,1,1,2,1,1,0,4,99,99,5,2,1,2,2,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,26,203,7,27,1,1,2,2,0,203,0.9283,0.4601,0.1747,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,11,2,2,81,2,1,2,2,1,1,210,2,2,2,1,1,2,1,1,1,4,99,99,2,2,2,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,2,10,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,5,1,1,23,193,7,27,14,1,1,1,0,193,0.7819,0.2279,0.0587,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner_race_defect
6,20,2,1,83,1,1,1,1,1,1,160,2,2,2,1,2,2,1,1,0,4,99,99,3,2,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,16,4,1,2,1,16,4,1,1,1,1,1,1,21,564,7,27,1,1,1,2,1,16,0.8107,0.3509,0.0957,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Ball_defect
6,18,2,1,68,1,1,1,1,1,1,170,1,1,1,1,1,1,2,2,0,14,99,99,4,1,3,1,1,2,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,10,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,20,193,7,27,1,1,2,2,0,193,0.3214,0.0761,0.0247,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer_race_defect
1,6,1,2,65,2,1,2,2,1,1,170,2,2,2,2,2,1,1,1,0,14,99,99,6,1,1,1,2,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,19,192,7,27,1,1,2,2,0,192,0.8535,0.2904,0.1594,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
3,16,2,2,78,2,1,2,2,1,1,170,2,2,2,2,2,2,1,2,0,14,99,99,2,1,1,1,2,1,1,1,14,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,4,3,3,36,191,5,14,1,1,2,2,0,191,0.9057,0.3964,0.1405,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
1,11,1,1,85,1,1,2,2,1,1,150,2,2,2,2,3,1,1,1,0,14,99,99,3,1,1,1,2,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,1,1,70,185,7,27,1,1,2,2,0,185,0.9344,0.6065,0.2632,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
8,24,2,1,75,1,1,2,2,1,1,140,1,1,1,2,1,1,1,2,0,14,99,99,2,2,3,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,107,197,7,27,1,1,2,2,0,197,0.425,0.1103,0.0293,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
6,18,2,1,78,1,1,1,1,1,1,130,2,2,2,2,2,2,1,1,0,14,99,99,4,2,2,2,1,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,5,1,1,33,188,7,27,1,1,2,2,0,188,0.8353,0.3527,0.1154,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
1,9,2,2,53,1,1,2,2,1,1,160,1,1,1,1,2,2,1,1,0,14,99,99,5,2,1,2,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,68,187,7,27,1,1,2,2,0,187,0.2633,0.0269,0.0146,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
